gene_name,cell_type,is_tf,source,category
GIMAP5,hematopoietic_stem_cells,False,panglao,hematopoietic
GIMAP8,hematopoietic_stem_cells,False,panglao,hematopoietic
FLT3,hematopoietic_stem_cells,False,panglao,hematopoietic
HOXB5,hematopoietic_stem_cells,True,panglao,hematopoietic
ITGA4,hematopoietic_stem_cells,False,panglao,hematopoietic
DNMT3B,hematopoietic_stem_cells,False,panglao,hematopoietic
PECAM1,hematopoietic_stem_cells,False,panglao,hematopoietic
ITGA6,hematopoietic_stem_cells,False,panglao,hematopoietic
TEK,hematopoietic_stem_cells,False,panglao,hematopoietic
GJA4,hematopoietic_stem_cells,False,panglao,hematopoietic
SCARF1,hematopoietic_stem_cells,False,panglao,hematopoietic
LYVE1,hematopoietic_stem_cells,False,panglao,hematopoietic
LRRC32,hematopoietic_stem_cells,False,panglao,hematopoietic
MYCT1,hematopoietic_stem_cells,False,panglao,hematopoietic
CD34,hematopoietic_stem_cells,False,panglao,hematopoietic
ENG,hematopoietic_stem_cells,False,panglao,hematopoietic
C1QC,hematopoietic_stem_cells,False,panglao,hematopoietic
PLVAP,hematopoietic_stem_cells,False,panglao,hematopoietic
FGD5,hematopoietic_stem_cells,False,panglao,hematopoietic
PROCR,hematopoietic_stem_cells,False,panglao,hematopoietic
ERG,hematopoietic_stem_cells,True,panglao,hematopoietic
TGFBR2,hematopoietic_stem_cells,False,panglao,hematopoietic
MMRN1,hematopoietic_stem_cells,False,panglao,hematopoietic
VWF,hematopoietic_stem_cells,False,panglao,hematopoietic
TIE1,hematopoietic_stem_cells,False,panglao,hematopoietic
THSD1,hematopoietic_stem_cells,False,panglao,hematopoietic
THBD,hematopoietic_stem_cells,False,panglao,hematopoietic
NKX2-3,hematopoietic_stem_cells,True,panglao,hematopoietic
CMKLR1,hematopoietic_stem_cells,False,panglao,hematopoietic
ACE,hematopoietic_stem_cells,False,panglao,hematopoietic
CPQ,hematopoietic_stem_cells,False,panglao,hematopoietic
SLC40A1,hematopoietic_stem_cells,False,panglao,hematopoietic
MECOM,hematopoietic_stem_cells,True,panglao,hematopoietic
LMO2,hematopoietic_stem_cells,True,panglao,hematopoietic
GFI1B,hematopoietic_stem_cells,True,panglao,hematopoietic
ITGA2B,hematopoietic_stem_cells,False,panglao,hematopoietic
NFE2,hematopoietic_stem_cells,True,panglao,hematopoietic
GFI1,hematopoietic_stem_cells,True,panglao,hematopoietic
ELF1,hematopoietic_stem_cells,True,panglao,hematopoietic
TAL1,hematopoietic_stem_cells,True,panglao,hematopoietic
LYL1,hematopoietic_stem_cells,True,panglao,hematopoietic
HBB,hematopoietic_stem_cells,False,panglao,hematopoietic
RUNX1,hematopoietic_stem_cells,True,panglao,hematopoietic
EGR1,hematopoietic_stem_cells,True,panglao,hematopoietic
EGR3,hematopoietic_stem_cells,True,panglao,hematopoietic
MEIS1,hematopoietic_stem_cells,True,panglao,hematopoietic
ADGRG1,hematopoietic_stem_cells,False,panglao,hematopoietic
FES,hematopoietic_stem_cells,False,panglao,hematopoietic
TGFB2,hematopoietic_stem_cells,False,panglao,hematopoietic
ARID3A,hematopoietic_stem_cells,True,panglao,hematopoietic
APC,hematopoietic_stem_cells,False,panglao,hematopoietic
MYADM,hematopoietic_stem_cells,False,panglao,hematopoietic
ADCY4,hematopoietic_stem_cells,False,panglao,hematopoietic
MPL,hematopoietic_stem_cells,False,panglao,hematopoietic
GIMAP6,hematopoietic_stem_cells,False,panglao,hematopoietic
CDH2,hematopoietic_stem_cells,False,panglao,hematopoietic
TRPC6,hematopoietic_stem_cells,False,panglao,hematopoietic
PRNP,hematopoietic_stem_cells,True,panglao,hematopoietic
HLA-E,hematopoietic_stem_cells,False,panglao,hematopoietic
PBX2,hematopoietic_stem_cells,True,panglao,hematopoietic
MAFF,hematopoietic_stem_cells,True,panglao,hematopoietic
SELP,hematopoietic_stem_cells,False,panglao,hematopoietic
ESAM,hematopoietic_stem_cells,False,panglao,hematopoietic
NOTCH2,hematopoietic_stem_cells,False,panglao,hematopoietic
MGST1,hematopoietic_stem_cells,False,panglao,hematopoietic
NKX3-1,hematopoietic_stem_cells,True,panglao,hematopoietic
TPSAB1,hematopoietic_stem_cells,False,panglao,hematopoietic
TET2,hematopoietic_stem_cells,False,panglao,hematopoietic
GNL3,hematopoietic_stem_cells,False,panglao,hematopoietic
PLXDC2,hematopoietic_stem_cells,False,panglao,hematopoietic
PTPRE,hematopoietic_stem_cells,False,panglao,hematopoietic
NCOR2,hematopoietic_stem_cells,True,panglao,hematopoietic
ABCB1,hematopoietic_stem_cells,False,panglao,hematopoietic
PTPRS,hematopoietic_stem_cells,False,panglao,hematopoietic
HMGB3,hematopoietic_stem_cells,True,panglao,hematopoietic
FPR3,hematopoietic_stem_cells,False,panglao,hematopoietic
TMEM176B,hematopoietic_stem_cells,False,panglao,hematopoietic
TXNIP,hematopoietic_stem_cells,False,panglao,hematopoietic
TAF7,hematopoietic_stem_cells,True,panglao,hematopoietic
FOLR2,hematopoietic_stem_cells,False,panglao,hematopoietic
HLF,hematopoietic_stem_cells,True,panglao,hematopoietic
C1QB,hematopoietic_stem_cells,False,panglao,hematopoietic
C1QA,hematopoietic_stem_cells,False,panglao,hematopoietic
DYSF,hematopoietic_stem_cells,False,panglao,hematopoietic
PTGS1,hematopoietic_stem_cells,False,panglao,hematopoietic
FCGRT,hematopoietic_stem_cells,False,panglao,hematopoietic
HLX,hematopoietic_stem_cells,True,panglao,hematopoietic
CTNNAL1,hematopoietic_stem_cells,False,panglao,hematopoietic
RPS8,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL21,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS9,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS6,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS7,bladder-capillary_endothelial_cell,False,tabula,endothelial
EEF1A1,bladder-capillary_endothelial_cell,False,tabula,endothelial
FAU,bladder-capillary_endothelial_cell,False,tabula,endothelial
S100A6,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL28,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL29,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL11,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL12,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL15,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL14,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS5,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS2,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS3,bladder-capillary_endothelial_cell,False,tabula,endothelial
B2M,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL19,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL18,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL41,bladder-capillary_endothelial_cell,False,tabula,endothelial
EIF1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS27,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS28,bladder-capillary_endothelial_cell,False,tabula,endothelial
NACA,bladder-capillary_endothelial_cell,False,tabula,endothelial
ND2,bladder-capillary_endothelial_cell,False,tabula,endothelial
ND1,bladder-capillary_endothelial_cell,False,tabula,endothelial
FTL,bladder-capillary_endothelial_cell,False,tabula,endothelial
ND4,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS23,bladder-capillary_endothelial_cell,False,tabula,endothelial
ND3,bladder-capillary_endothelial_cell,False,tabula,endothelial
ND5,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS24,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL5,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL6,bladder-capillary_endothelial_cell,True,tabula,endothelial
RPL3,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL30,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL32,bladder-capillary_endothelial_cell,False,tabula,endothelial
ATP6,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL34,bladder-capillary_endothelial_cell,False,tabula,endothelial
ACTG1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL9,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL8,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS16,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS15,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS18,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS19,bladder-capillary_endothelial_cell,False,tabula,endothelial
FTH1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL37,bladder-capillary_endothelial_cell,False,tabula,endothelial
COX3,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL36,bladder-capillary_endothelial_cell,False,tabula,endothelial
COX2,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL39,bladder-capillary_endothelial_cell,False,tabula,endothelial
COX1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS11,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS14,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS13,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL13A,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS3A,bladder-capillary_endothelial_cell,False,tabula,endothelial
PTMA,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL37A,bladder-capillary_endothelial_cell,False,tabula,endothelial
CYTB,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS15A,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS27A,bladder-capillary_endothelial_cell,False,tabula,endothelial
H3-3B,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL35A,bladder-capillary_endothelial_cell,False,tabula,endothelial
GAPDH,bladder-capillary_endothelial_cell,False,tabula,endothelial
TPT1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPLP2,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPLP1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL10A,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS4X,bladder-capillary_endothelial_cell,True,tabula,endothelial
TMSB4X,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL18A,bladder-capillary_endothelial_cell,False,tabula,endothelial
RACK1,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPL7A,bladder-capillary_endothelial_cell,False,tabula,endothelial
GSN,bladder-capillary_endothelial_cell,False,tabula,endothelial
CD74,bladder-capillary_endothelial_cell,False,tabula,endothelial
TM4SF1,bladder-capillary_endothelial_cell,False,tabula,endothelial
MYL6,bladder-capillary_endothelial_cell,False,tabula,endothelial
IFI27,bladder-capillary_endothelial_cell,False,tabula,endothelial
VIM,bladder-capillary_endothelial_cell,False,tabula,endothelial
SPARCL1,bladder-capillary_endothelial_cell,False,tabula,endothelial
CALM1,bladder-capillary_endothelial_cell,False,tabula,endothelial
ZFP36,bladder-capillary_endothelial_cell,False,tabula,endothelial
JUND,bladder-capillary_endothelial_cell,True,tabula,endothelial
HLA-A,bladder-capillary_endothelial_cell,False,tabula,endothelial
HLA-B,bladder-capillary_endothelial_cell,False,tabula,endothelial
HLA-E,bladder-capillary_endothelial_cell,False,tabula,endothelial
C11ORF96,bladder-capillary_endothelial_cell,False,tabula,endothelial
SRP14,bladder-capillary_endothelial_cell,False,tabula,endothelial
MT2A,bladder-capillary_endothelial_cell,False,tabula,endothelial
IGFBP7,bladder-capillary_endothelial_cell,False,tabula,endothelial
TMSB10,bladder-capillary_endothelial_cell,False,tabula,endothelial
JUN,bladder-capillary_endothelial_cell,True,tabula,endothelial
NFKBIA,bladder-capillary_endothelial_cell,False,tabula,endothelial
SOCS3,bladder-capillary_endothelial_cell,False,tabula,endothelial
FOS,bladder-capillary_endothelial_cell,True,tabula,endothelial
CLDN5,bladder-capillary_endothelial_cell,False,tabula,endothelial
YBX3,bladder-capillary_endothelial_cell,False,tabula,endothelial
RPS8,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL21,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS9,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS6,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS7,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
EEF1A1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
FAU,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
S100A6,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL28,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL29,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL11,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL12,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL15,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL14,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS5,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS2,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS3,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
B2M,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL19,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL18,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL41,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
EIF1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS27,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS28,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
NACA,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ND2,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ND1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
FTL,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ND4,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS23,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ND3,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ND5,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS24,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL5,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL6,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
RPL3,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL30,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL32,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ATP6,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL34,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL9,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL8,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS16,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS15,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS18,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS19,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
FTH1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL37,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
COX3,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL36,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
COX2,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL39,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
COX1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS14,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS13,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL13A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS3A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
PTMA,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL37A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
CYTB,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS15A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS27A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
H3-3B,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL35A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
TPT1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPLP1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS4X,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
TMSB4X,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL18A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RACK1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPL7A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
MYL6,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
VIM,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ZFP36,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
JUND,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
HLA-A,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
HLA-E,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
IGFBP7,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
TMSB10,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
JUN,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
NFKBIA,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
FOS,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
CLDN5,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
TFPI,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
S100A10,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
GADD45B,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
GNAS,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
GNG11,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
CCL21,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
LYVE1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
ATP5F1E,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
TFF3,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
TIMP1,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
KLF4,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
FABP5,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
KLF6,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
CD63,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
CEBPD,bladder-endothelial_cell_of_lymphatic_vessel,True,tabula,endothelial
AKAP12,bladder-endothelial_cell_of_lymphatic_vessel,False,tabula,endothelial
RPS8,bladder-fibroblast,False,tabula,fibroblast
RPL21,bladder-fibroblast,False,tabula,fibroblast
RPS9,bladder-fibroblast,False,tabula,fibroblast
RPS6,bladder-fibroblast,False,tabula,fibroblast
EEF1A1,bladder-fibroblast,False,tabula,fibroblast
FAU,bladder-fibroblast,False,tabula,fibroblast
S100A6,bladder-fibroblast,False,tabula,fibroblast
RPL28,bladder-fibroblast,False,tabula,fibroblast
RPL29,bladder-fibroblast,False,tabula,fibroblast
RPL11,bladder-fibroblast,False,tabula,fibroblast
RPL12,bladder-fibroblast,False,tabula,fibroblast
RPL15,bladder-fibroblast,False,tabula,fibroblast
RPL14,bladder-fibroblast,False,tabula,fibroblast
RPS5,bladder-fibroblast,False,tabula,fibroblast
RPS2,bladder-fibroblast,False,tabula,fibroblast
RPS3,bladder-fibroblast,False,tabula,fibroblast
B2M,bladder-fibroblast,False,tabula,fibroblast
RPL19,bladder-fibroblast,False,tabula,fibroblast
RPL18,bladder-fibroblast,False,tabula,fibroblast
RPL41,bladder-fibroblast,False,tabula,fibroblast
EIF1,bladder-fibroblast,False,tabula,fibroblast
RPS27,bladder-fibroblast,False,tabula,fibroblast
RPS28,bladder-fibroblast,False,tabula,fibroblast
NACA,bladder-fibroblast,False,tabula,fibroblast
ND2,bladder-fibroblast,False,tabula,fibroblast
ND1,bladder-fibroblast,False,tabula,fibroblast
FTL,bladder-fibroblast,False,tabula,fibroblast
ND4,bladder-fibroblast,False,tabula,fibroblast
RPS23,bladder-fibroblast,False,tabula,fibroblast
ND3,bladder-fibroblast,False,tabula,fibroblast
RPS24,bladder-fibroblast,False,tabula,fibroblast
RPL5,bladder-fibroblast,False,tabula,fibroblast
RPL3,bladder-fibroblast,False,tabula,fibroblast
RPL30,bladder-fibroblast,False,tabula,fibroblast
RPL32,bladder-fibroblast,False,tabula,fibroblast
ATP6,bladder-fibroblast,False,tabula,fibroblast
RPL34,bladder-fibroblast,False,tabula,fibroblast
RPL9,bladder-fibroblast,False,tabula,fibroblast
RPL8,bladder-fibroblast,False,tabula,fibroblast
RPS16,bladder-fibroblast,False,tabula,fibroblast
RPS15,bladder-fibroblast,False,tabula,fibroblast
RPS18,bladder-fibroblast,False,tabula,fibroblast
RPS19,bladder-fibroblast,False,tabula,fibroblast
FTH1,bladder-fibroblast,False,tabula,fibroblast
RPL37,bladder-fibroblast,False,tabula,fibroblast
COX3,bladder-fibroblast,False,tabula,fibroblast
RPL36,bladder-fibroblast,False,tabula,fibroblast
COX2,bladder-fibroblast,False,tabula,fibroblast
COX1,bladder-fibroblast,False,tabula,fibroblast
RPS11,bladder-fibroblast,False,tabula,fibroblast
RPS14,bladder-fibroblast,False,tabula,fibroblast
RPS13,bladder-fibroblast,False,tabula,fibroblast
RPL13A,bladder-fibroblast,False,tabula,fibroblast
RPS3A,bladder-fibroblast,False,tabula,fibroblast
RPL37A,bladder-fibroblast,False,tabula,fibroblast
CYTB,bladder-fibroblast,False,tabula,fibroblast
RPS15A,bladder-fibroblast,False,tabula,fibroblast
RPS27A,bladder-fibroblast,False,tabula,fibroblast
H3-3B,bladder-fibroblast,False,tabula,fibroblast
RPL35A,bladder-fibroblast,False,tabula,fibroblast
TPT1,bladder-fibroblast,False,tabula,fibroblast
RPLP2,bladder-fibroblast,False,tabula,fibroblast
RPLP1,bladder-fibroblast,False,tabula,fibroblast
RPL10A,bladder-fibroblast,False,tabula,fibroblast
RPS4X,bladder-fibroblast,True,tabula,fibroblast
TMSB4X,bladder-fibroblast,False,tabula,fibroblast
RPL18A,bladder-fibroblast,False,tabula,fibroblast
RACK1,bladder-fibroblast,False,tabula,fibroblast
RPL7A,bladder-fibroblast,False,tabula,fibroblast
GSN,bladder-fibroblast,False,tabula,fibroblast
VIM,bladder-fibroblast,False,tabula,fibroblast
ZFP36,bladder-fibroblast,False,tabula,fibroblast
JUND,bladder-fibroblast,True,tabula,fibroblast
C11ORF96,bladder-fibroblast,False,tabula,fibroblast
MT2A,bladder-fibroblast,False,tabula,fibroblast
TMSB10,bladder-fibroblast,False,tabula,fibroblast
JUN,bladder-fibroblast,True,tabula,fibroblast
NFKBIA,bladder-fibroblast,False,tabula,fibroblast
SOCS3,bladder-fibroblast,False,tabula,fibroblast
FOS,bladder-fibroblast,True,tabula,fibroblast
S100A10,bladder-fibroblast,False,tabula,fibroblast
TIMP1,bladder-fibroblast,False,tabula,fibroblast
CD63,bladder-fibroblast,False,tabula,fibroblast
CEBPD,bladder-fibroblast,True,tabula,fibroblast
LUM,bladder-fibroblast,False,tabula,fibroblast
COL1A2,bladder-fibroblast,False,tabula,fibroblast
SFRP2,bladder-fibroblast,False,tabula,fibroblast
MGP,bladder-fibroblast,False,tabula,fibroblast
S100A4,bladder-fibroblast,False,tabula,fibroblast
FBLN1,bladder-fibroblast,False,tabula,fibroblast
IGFBP6,bladder-fibroblast,False,tabula,fibroblast
LGALS1,bladder-fibroblast,False,tabula,fibroblast
APOD,bladder-fibroblast,False,tabula,fibroblast
IER3,bladder-fibroblast,False,tabula,fibroblast
PLA2G2A,bladder-fibroblast,False,tabula,fibroblast
DCN,bladder-fibroblast,False,tabula,fibroblast
SOD2,bladder-fibroblast,False,tabula,fibroblast
FOSB,bladder-fibroblast,True,tabula,fibroblast
C1R,bladder-fibroblast,False,tabula,fibroblast
CST3,bladder-fibroblast,False,tabula,fibroblast
RPS8,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL21,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS9,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS6,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS7,bladder-vein_endothelial_cell,False,tabula,endothelial
EEF1A1,bladder-vein_endothelial_cell,False,tabula,endothelial
FAU,bladder-vein_endothelial_cell,False,tabula,endothelial
S100A6,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL28,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL29,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL11,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL12,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL15,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL14,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS5,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS2,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS3,bladder-vein_endothelial_cell,False,tabula,endothelial
B2M,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL19,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL18,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL41,bladder-vein_endothelial_cell,False,tabula,endothelial
EIF1,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS27,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS28,bladder-vein_endothelial_cell,False,tabula,endothelial
NACA,bladder-vein_endothelial_cell,False,tabula,endothelial
ND2,bladder-vein_endothelial_cell,False,tabula,endothelial
ND1,bladder-vein_endothelial_cell,False,tabula,endothelial
FTL,bladder-vein_endothelial_cell,False,tabula,endothelial
ND4,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS23,bladder-vein_endothelial_cell,False,tabula,endothelial
ND3,bladder-vein_endothelial_cell,False,tabula,endothelial
ND5,bladder-vein_endothelial_cell,False,tabula,endothelial
RPS24,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL5,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL6,bladder-vein_endothelial_cell,True,tabula,endothelial
RPL3,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL30,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL32,bladder-vein_endothelial_cell,False,tabula,endothelial
ATP6,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL34,bladder-vein_endothelial_cell,False,tabula,endothelial
ACTG1,bladder-vein_endothelial_cell,False,tabula,endothelial
RPL9,bladder-vein_endothelial_cell,False,tabula,endothelial
